Time,Vis_val
06:00,7562.0
06:05,7562.0
06:10,7562.0
06:15,7562.0
06:20,7781.0
06:25,8012.0
06:30,8012.0
06:35,8012.0
06:40,8012.0
06:45,8012.0
06:50,8012.0
06:55,8012.0
07:00,8012.0
07:05,8255.0
07:10,8255.0
07:15,8255.0
07:20,8255.0
07:25,8255.0
07:30,8510.0
07:35,8510.0
07:40,8779.0
07:45,8779.0
07:50,8779.0
07:55,8779.0
08:00,8779.0
08:05,8779.0
08:10,8779.0
08:15,8779.0
08:20,8779.0
08:25,9062.0
08:30,9359.0
08:35,9359.0
08:40,9062.0
08:45,9359.0
08:50,9062.0
08:55,9062.0
09:00,9359.0
09:05,9359.0
09:10,9672.0
09:15,9672.0
09:20,9672.0
09:25,9672.0
09:30,9359.0
09:35,9359.0
09:40,9672.0
09:45,9359.0
09:50,9672.0
09:55,9672.0
10:00,9359.0
10:05,9672.0
10:10,9359.0
10:15,9359.0
10:20,9672.0
10:25,9359.0
10:30,9359.0
10:35,9359.0
10:40,9672.0
10:45,10000.0
10:50,9672.0
10:55,9672.0
11:00,10000.0
11:05,10000.0
11:10,9672.0
11:15,9672.0
11:20,9672.0
11:25,9359.0
11:30,10000.0
11:35,10344.0
11:40,10344.0
11:45,10703.0
11:50,10703.0
11:55,10703.0
12:00,11073.0
12:05,11073.0
12:10,10703.0
12:15,10344.0
12:20,10000.0
12:25,9672.0
12:30,9672.0
12:35,9359.0
12:40,9359.0
12:45,9672.0
12:50,10000.0
12:55,10344.0
13:00,10000.0
13:05,9359.0
13:10,9672.0
13:15,10344.0
13:20,10000.0
13:25,10344.0
13:30,11454.0
13:35,11843.0
13:40,12238.0
13:45,12637.0
13:50,11454.0
13:55,11843.0
14:00,13038.0
14:05,12238.0
14:10,11843.0
14:15,11843.0
14:20,11843.0
14:25,11454.0
14:30,10703.0
14:35,10000.0
14:40,10344.0
14:45,10703.0
14:50,11073.0
14:55,11073.0
15:00,11073.0
15:05,11454.0
15:10,12637.0
15:15,12637.0
15:20,11843.0
15:25,11454.0
15:30,10344.0
15:35,10000.0
15:40,10703.0
15:45,11073.0
15:50,11843.0
15:55,11843.0
16:00,11843.0
16:05,11454.0
16:10,11454.0
16:15,11454.0
16:20,11454.0
16:25,11454.0
16:30,11454.0
16:35,11843.0
16:40,12238.0
16:45,12238.0
16:50,11073.0
16:55,9672.0
17:00,9672.0
17:05,9359.0
17:10,9359.0
17:15,9359.0
17:20,9359.0
17:25,9359.0
17:30,9359.0
17:35,9359.0
17:40,9062.0
17:45,9062.0
17:50,9062.0
17:55,9062.0
18:00,9062.0
