Time,Vis_val
06:00,13838.0
06:05,13439.0
06:10,13038.0
06:15,12637.0
06:20,13038.0
06:25,13439.0
06:30,13439.0
06:35,13439.0
06:40,13439.0
06:45,13439.0
06:50,13439.0
06:55,13838.0
07:00,13439.0
07:05,13038.0
07:10,12637.0
07:15,13038.0
07:20,13038.0
07:25,12637.0
07:30,12238.0
07:35,12238.0
07:40,12637.0
07:45,11843.0
07:50,11454.0
07:55,11843.0
08:00,11454.0
08:05,11454.0
08:10,11454.0
08:15,11843.0
08:20,11843.0
08:25,11843.0
08:30,11843.0
08:35,11843.0
08:40,11454.0
08:45,11454.0
08:50,11454.0
08:55,11454.0
09:00,11843.0
09:05,11454.0
09:10,11073.0
09:15,11073.0
09:20,11454.0
09:25,11454.0
09:30,10703.0
09:35,10703.0
09:40,11073.0
09:45,11454.0
09:50,11073.0
09:55,11073.0
10:00,10703.0
10:05,11073.0
10:10,11454.0
10:15,11454.0
10:20,10703.0
10:25,11454.0
10:30,11843.0
10:35,12238.0
10:40,12238.0
10:45,12238.0
10:50,11843.0
10:55,11843.0
11:00,12238.0
11:05,12238.0
11:10,11843.0
11:15,11843.0
11:20,11454.0
11:25,11843.0
11:30,11454.0
11:35,11454.0
11:40,12238.0
11:45,12637.0
11:50,12238.0
11:55,12238.0
12:00,12238.0
12:05,12238.0
12:10,12238.0
12:15,12238.0
12:20,12238.0
12:25,13038.0
12:30,12637.0
12:35,11843.0
12:40,11073.0
12:45,11073.0
12:50,10000.0
12:55,10000.0
13:00,10000.0
13:05,11073.0
13:10,11454.0
13:15,10344.0
13:20,10344.0
13:25,10344.0
13:30,11073.0
13:35,11073.0
13:40,11073.0
13:45,11073.0
13:50,10344.0
13:55,10703.0
14:00,11073.0
14:05,10000.0
14:10,9672.0
14:15,10000.0
14:20,10344.0
14:25,10703.0
14:30,10344.0
14:35,10344.0
14:40,10703.0
14:45,10344.0
14:50,10344.0
14:55,10344.0
15:00,10000.0
15:05,10000.0
15:10,10000.0
15:15,10000.0
15:20,10000.0
15:25,10000.0
15:30,10000.0
15:35,9359.0
15:40,10000.0
15:45,10344.0
15:50,9359.0
15:55,9359.0
16:00,9359.0
16:05,9672.0
16:10,9672.0
16:15,10000.0
16:20,10000.0
16:25,9672.0
16:30,9672.0
16:35,9672.0
16:40,10000.0
16:45,10344.0
16:50,10000.0
16:55,10000.0
17:00,10000.0
17:05,10000.0
17:10,9672.0
17:15,9359.0
17:20,9359.0
17:25,9359.0
17:30,9062.0
17:35,9062.0
17:40,8779.0
17:45,8779.0
17:50,8510.0
17:55,8510.0
18:00,
